seller_id,seller_share_new_smoothed,seller_total_listings
1304,0.46745652173913044,3
3582,0.5796136363636364,2
5857,0.5595952380952381,1
19357,0.5119761904761905,1
20576,0.5119761904761905,1
31189,0.5119761904761905,1
36088,0.5119761904761905,1
39092,0.19910185185185186,34
63568,0.63006,5
66291,0.5119761904761905,1
76255,0.5796136363636364,2
81452,0.5119761904761905,1
82186,0.5595952380952381,1
82305,0.5595952380952381,1
95012,0.5978913043478261,3
95756,0.5119761904761905,1
96560,0.727985294117647,14
97799,0.5595952380952381,1
100483,0.5463518518518519,7
100541,0.5595952380952381,1
101423,0.5119761904761905,1
101573,0.7016612903225806,11
102333,0.5595952380952381,1
102496,0.5729791666666667,4
102671,0.5796136363636364,2
102978,0.48870454545454545,2
102997,0.6442884615384615,6
103579,0.5595952380952381,1
103685,0.5119761904761905,1
105065,0.6917166666666666,10
105461,0.48870454545454545,2
105466,0.5119761904761905,1
105676,0.5595952380952381,1
105802,0.5119761904761905,1
106060,0.5595952380952381,1
106235,0.48964583333333334,4
107038,0.5796136363636364,2
107050,0.5119761904761905,1
107322,0.4405,43
107580,0.5119761904761905,1
107776,0.5595952380952381,1
107903,0.6968404255319149,27
108587,0.43006,5
108834,0.5119761904761905,1
109089,0.63006,5
109314,0.335984375,12
109674,0.335984375,12
109850,0.11191904761904763,85
109895,0.5119761904761905,1
110085,0.5595952380952381,1
110162,0.5595952380952381,1
110552,0.5595952380952381,1
110609,0.5595952380952381,1
110744,0.5119761904761905,1
111004,0.5595952380952381,1
111099,0.5119761904761905,1
111272,0.5796136363636364,2
111429,0.5119761904761905,1
111559,0.2996891025641026,136
111621,0.5978913043478261,3
112133,0.5119761904761905,1
112419,0.5119761904761905,1
113389,0.5595952380952381,1
113615,0.5595952380952381,1
113923,0.5595952380952381,1
113941,0.5119761904761905,1
114080,0.5119761904761905,1
114253,0.5796136363636364,2
114419,0.5595952380952381,1
114464,0.5119761904761905,1
114668,0.5119761904761905,1
115022,0.5595952380952381,1
115072,0.5595952380952381,1
115091,0.2098482142857143,36
115110,0.5119761904761905,1
115118,0.5119761904761905,1
115272,0.3839821428571429,8
115556,0.5595952380952381,1
115591,0.5119761904761905,1
115644,0.5595952380952381,1
115691,0.5119761904761905,1
116051,0.5595952380952381,1
116214,0.5119761904761905,1
116341,0.5595952380952381,1
116671,0.48870454545454545,2
116794,0.6442884615384615,6
116946,0.48870454545454545,2
117864,0.5796136363636364,2
117865,0.5119761904761905,1
117930,0.5119761904761905,1
118339,0.48870454545454545,2
119396,0.5595952380952381,1
120093,0.5595952380952381,1
120664,0.5119761904761905,1
120878,0.5595952380952381,1
121506,0.5595952380952381,1
121795,0.5119761904761905,1
122076,0.5119761904761905,1
122349,0.41351923076923075,6
122513,0.5595952380952381,1
122614,0.5341590909090909,2
123082,0.5341590909090909,2
123983,0.5119761904761905,1
124637,0.5119761904761905,1
125185,0.5796136363636364,2
125215,0.5119761904761905,1
125281,0.5119761904761905,1
125409,0.5595952380952381,1
134278,0.5595952380952381,1
134880,0.5119761904761905,1
136428,0.7500405405405406,17
138342,0.5595952380952381,1
150046,0.5119761904761905,1
150494,0.5595952380952381,1
152808,0.5119761904761905,1
154207,0.5595952380952381,1
156623,0.5460921052631579,18
166530,0.5119761904761905,1
169233,0.6146458333333333,4
172697,0.5119761904761905,1
175624,0.5595952380952381,1
177099,0.44797916666666665,4
178211,0.5119761904761905,1
178901,0.5595952380952381,1
193152,0.5595952380952381,1
194576,0.5595952380952381,1
199712,0.5796136363636364,2
205667,0.48870454545454545,2
209563,0.5119761904761905,1
219539,0.5119761904761905,1
219938,0.5119761904761905,1
225943,0.4028055555555556,34
226252,0.5119761904761905,1
230882,0.5595952380952381,1
234857,0.5595952380952381,1
239683,0.5595952380952381,1
243506,0.5595952380952381,1
253785,0.5595952380952381,1
263265,0.5119761904761905,1
277101,0.37074137931034484,9
278058,0.5119761904761905,1
281555,0.5595952380952381,1
281804,0.5119761904761905,1
296771,0.5119761904761905,1
301344,0.5796136363636364,2
301838,0.5595952380952381,1
302129,0.5119761904761905,1
304925,0.7016612903225806,11
325530,0.5796136363636364,2
329135,0.63006,5
330612,0.5119761904761905,1
331316,0.5119761904761905,1
336193,0.5119761904761905,1
337050,0.5119761904761905,1
346546,0.48870454545454545,2
347136,0.5595952380952381,1
347998,0.48870454545454545,2
352548,0.5119761904761905,1
353729,0.5978913043478261,3
357964,0.31622058823529414,14
364054,0.5595952380952381,1
367556,0.5595952380952381,1
372659,0.6917166666666666,10
375885,0.5119761904761905,1
378077,0.5595952380952381,1
378979,0.6146458333333333,4
381257,0.5595952380952381,1
391156,0.5119761904761905,1
391875,0.5595952380952381,1
396939,0.5595952380952381,1
397182,0.5119761904761905,1
403200,0.5119761904761905,1
403521,0.5119761904761905,1
404591,0.5796136363636364,2
407147,0.5119761904761905,1
410636,0.5119761904761905,1
413146,0.6917166666666666,10
416495,0.5595952380952381,1
417051,0.5119761904761905,1
419981,0.5119761904761905,1
420228,0.5119761904761905,1
423946,0.5119761904761905,1
425626,0.5796136363636364,2
435206,0.5978913043478261,3
436253,0.5341590909090909,2
448450,0.24435227272727272,24
449885,0.5119761904761905,1
450461,0.5119761904761905,1
463064,0.5119761904761905,1
464141,0.5595952380952381,1
479092,0.5796136363636364,2
500158,0.5119761904761905,1
529028,0.25598809523809524,22
530828,0.5119761904761905,1
532542,0.51006,5
543845,0.5978913043478261,3
544261,0.5796136363636364,2
549803,0.5119761904761905,1
551393,0.41351923076923075,6
561284,0.5119761904761905,1
561531,0.5595952380952381,1
561653,0.5796136363636364,2
562335,0.48870454545454545,2
566327,0.5197763157894737,18
568106,0.5119761904761905,1
569642,0.5595952380952381,1
570760,0.5341590909090909,2
573253,0.5119761904761905,1
585066,0.6146458333333333,4
614194,0.5119761904761905,1
616306,0.5119761904761905,1
616727,0.5119761904761905,1
629764,0.5119761904761905,1
636390,0.5595952380952381,1
636667,0.5119761904761905,1
641959,0.5978913043478261,3
644693,0.5119761904761905,1
646579,0.5119761904761905,1
653488,0.5119761904761905,1
663766,0.5119761904761905,1
670199,0.5086724137931035,9
672689,0.46745652173913044,3
684743,0.5595952380952381,1
685597,0.23892222222222223,25
689919,0.6146458333333333,4
710200,0.48870454545454545,2
712684,0.5119761904761905,1
716049,0.8318454545454546,35
716559,0.7197424242424243,13
721600,0.5595952380952381,1
723848,0.710984375,12
724139,0.46531944444444445,16
728396,0.5119761904761905,1
728416,0.5796136363636364,2
733748,0.6146458333333333,4
739765,0.5595952380952381,1
747217,0.5595952380952381,1
752633,0.5119761904761905,1
768063,0.5978913043478261,3
774685,0.5119761904761905,1
819936,0.5595952380952381,1
824739,0.5595952380952381,1
828039,0.5119761904761905,1
829264,0.5119761904761905,1
834956,0.5119761904761905,1
838106,0.5796136363636364,2
838810,0.5595952380952381,1
844567,0.48870454545454545,2
849667,0.5595952380952381,1
864327,0.5119761904761905,1
867178,0.5595952380952381,1
868704,0.5119761904761905,1
871450,0.5341590909090909,2
871566,0.5119761904761905,1
882439,0.5119761904761905,1
886161,0.5119761904761905,1
887525,0.5595952380952381,1
888975,0.5119761904761905,1
891416,0.5119761904761905,1
892578,0.5796136363636364,2
897144,0.5595952380952381,1
897935,0.5595952380952381,1
899469,0.5595952380952381,1
903103,0.6442884615384615,6
910524,0.5595952380952381,1
917409,0.5119761904761905,1
922845,0.5119761904761905,1
923694,0.5119761904761905,1
925132,0.5119761904761905,1
926448,0.4196964285714286,8
927286,0.5595952380952381,1
934418,0.5109347826086956,3
940943,0.5119761904761905,1
963058,0.5119761904761905,1
967743,0.5595952380952381,1
971249,0.5595952380952381,1
971994,0.5119761904761905,1
976040,0.5978913043478261,3
978731,0.5978913043478261,3
984181,0.5119761904761905,1
988601,0.5119761904761905,1
996261,0.5119761904761905,1
1010328,0.5595952380952381,1
1010828,0.5796136363636364,2
1011107,0.5595952380952381,1
1024729,0.43006,5
1028164,0.5119761904761905,1
1032658,0.5119761904761905,1
1046688,0.5119761904761905,1
1052141,0.5119761904761905,1
1054569,0.6146458333333333,4
1055091,0.5595952380952381,1
1056177,0.5595952380952381,1
1056400,0.48870454545454545,2
1060221,0.48870454545454545,2
1061808,0.5595952380952381,1
1065045,0.5119761904761905,1
1068529,0.5119761904761905,1
1077493,0.5595952380952381,1
1078099,0.6574629629629629,7
1085530,0.5119761904761905,1
1089174,0.5341590909090909,2
1091432,0.5093148148148148,7
1093096,0.5119761904761905,1
1093941,0.5119761904761905,1
1099161,0.5595952380952381,1
1111273,0.5978913043478261,3
1112269,0.5119761904761905,1
1112353,0.5595952380952381,1
1121872,0.5119761904761905,1
1122940,0.6146458333333333,4
1122950,0.5119761904761905,1
1127389,0.5595952380952381,1
1129309,0.5119761904761905,1
1131044,0.5595952380952381,1
1139811,0.3982037037037037,7
1145429,0.5595952380952381,1
1146437,0.5119761904761905,1
1147612,0.5595952380952381,1
1155401,0.5119761904761905,1
1158918,0.5595952380952381,1
1159148,0.48870454545454545,2
1160108,0.5595952380952381,1
1167034,0.5595952380952381,1
1168059,0.46745652173913044,3
1169754,0.5796136363636364,2
1169807,0.5313125,4
1179984,0.5119761904761905,1
1184183,0.5595952380952381,1
1185705,0.5119761904761905,1
1186124,0.48870454545454545,2
1188397,0.5595952380952381,1
1190813,0.5119761904761905,1
1192932,0.5119761904761905,1
1197578,0.5119761904761905,1
1199640,0.5119761904761905,1
1199753,0.5119761904761905,1
1200591,0.3839821428571429,8
1203161,0.5119761904761905,1
1203471,0.5595952380952381,1
1210243,0.5119761904761905,1
1212402,0.5595952380952381,1
1214847,0.31622058823529414,14
1215542,0.5595952380952381,1
1216588,0.5595952380952381,1
1217995,0.5595952380952381,1
1218971,0.5119761904761905,1
1220314,0.5595952380952381,1
1226197,0.5119761904761905,1
1230602,0.5119761904761905,1
1234442,0.5119761904761905,1
1241462,0.5119761904761905,1
1242855,0.5119761904761905,1
1248662,0.6146458333333333,4
1249445,0.5119761904761905,1
1261620,0.5119761904761905,1
1283488,0.727985294117647,14
1287177,0.5119761904761905,1
1300591,0.48870454545454545,2
1304321,0.5119761904761905,1
1309870,0.5119761904761905,1
1311494,0.5119761904761905,1
1316548,0.5595952380952381,1
1322908,0.5796136363636364,2
1323839,0.48870454545454545,2
1334307,0.46745652173913044,3
1340911,0.5595952380952381,1
1361315,0.4554107142857143,8
1367489,0.63006,5
1371308,0.5729791666666667,4
1373590,0.5595952380952381,1
1374091,0.5119761904761905,1
1383647,0.5595952380952381,1
1398848,0.5796136363636364,2
1412284,0.37074137931034484,9
1412478,0.5595952380952381,1
1423127,0.5595952380952381,1
1423318,0.5595952380952381,1
1429740,0.5595952380952381,1
1457198,0.5119761904761905,1
1457395,0.5796136363636364,2
1461036,0.5595952380952381,1
1465211,0.5119761904761905,1
1473746,0.5341590909090909,2
1474471,0.5595952380952381,1
1480691,0.5119761904761905,1
1482730,0.5119761904761905,1
1488056,0.5595952380952381,1
1495321,0.5595952380952381,1
1500744,0.5119761904761905,1
1501855,0.5595952380952381,1
1505535,0.5595952380952381,1
1506990,0.5595952380952381,1
1514715,0.5119761904761905,1
